ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
8702,0.04135290127951264,2,3,2,46,1,-1,-1,0,0,-1,0.0,1321.0,35028.0,35028.0,8500.0,1612.0,1321.0,35028.0,0.0,0.0,1612.0,0.0,1
16238,-0.5475891446559188,2,2,2,45,2,0,0,0,0,2,13696.0,15156.0,16183.0,16893.0,18200.0,17769.0,2000.0,1574.0,1284.0,1591.0,0.0,644.0,1
1364,0.491610657974446,2,1,2,25,1,-2,-1,-1,-1,-1,191.0,1963.0,4729.0,1568.0,4295.0,0.0,1964.0,4729.0,1568.0,4295.0,0.0,1895.0,0
674,1.3013031186145452,1,2,2,25,2,2,7,7,7,6,2400.0,2400.0,2400.0,2400.0,2400.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11499,-0.44831359521910047,1,1,1,40,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,109.0,396.0,396.0,396.0,396.0,109.0,0.0,0
18541,0.2694454347690051,2,2,2,24,0,0,0,0,0,0,29832.0,18628.0,15069.0,15761.0,5879.0,-2879.0,1538.0,1308.0,1000.0,118.0,1329.0,41378.0,0
6725,0.2565499884467414,2,3,1,31,0,0,0,0,0,0,184444.0,182933.0,178409.0,175091.0,171800.0,168476.0,7016.0,5500.0,5125.0,5031.0,4969.0,5071.0,0
2331,-0.7629814913402331,1,1,2,28,0,0,0,0,0,0,199671.0,193523.0,187389.0,181348.0,174998.0,168176.0,7000.0,7000.0,7000.0,6500.0,6000.0,6000.0,0
12867,0.44086233896225796,2,2,2,25,0,0,0,0,0,0,20195.0,19638.0,17198.0,14253.0,18475.0,13878.0,1376.0,1121.0,460.0,6000.0,624.0,2000.0,0
19424,0.3216416763525756,2,1,2,31,0,0,0,-1,0,0,10778.0,6798.0,6221.0,4711.0,6711.0,6711.0,6000.0,3039.0,9050.0,2000.0,0.0,4000.0,0
16554,0.29004950658542616,1,2,2,29,0,0,2,0,0,2,20528.0,22973.0,22317.0,24047.0,26644.0,26079.0,3100.0,0.0,2100.0,3000.0,0.0,3000.0,0
20538,0.0797762311994577,1,2,2,28,-1,-1,-1,-1,-1,-1,7156.0,9780.0,6672.0,11201.0,9718.0,8781.0,9849.0,6712.0,11244.0,9747.0,8806.0,11872.0,0
7123,0.6057885447819584,1,1,1,45,2,2,0,0,0,0,185204.0,180455.0,131386.0,131879.0,115183.0,75131.0,0.0,6000.0,3500.0,5000.0,4500.0,3000.0,1
26211,0.6734845184025802,2,2,1,27,-1,-1,0,0,0,0,1108.0,143813.0,149350.0,149984.0,130610.0,121793.0,147314.0,7752.0,6046.0,2753.0,5583.0,6700.0,0
14564,0.7836318129747781,1,2,2,24,0,0,2,0,0,-1,12549.0,11552.0,6622.0,6232.0,390.0,930.0,2319.0,0.0,0.0,0.0,930.0,0.0,1
21772,-0.624954106122043,2,2,2,25,2,2,-2,-2,-2,-2,1614.0,-40.0,-40.0,-40.0,-40.0,1153.0,40.0,0.0,0.0,0.0,1193.0,17.0,0
2791,-0.32008375900485375,2,2,1,50,0,0,0,-1,-1,-1,48119.0,48318.0,21750.0,4387.0,4392.0,9493.0,1554.0,1028.0,4387.0,4392.0,9493.0,492.0,1
15411,0.03985712465945475,2,2,1,53,0,0,0,0,0,0,28509.0,29230.0,30356.0,31342.0,32644.0,32719.0,1500.0,1600.0,1498.0,2627.0,1400.0,1200.0,0
4392,0.16700984512107175,1,2,1,39,0,0,0,0,0,0,143339.0,125864.0,112300.0,110371.0,113685.0,98489.0,20000.0,6000.0,5000.0,5000.0,3000.0,2000.0,0
10758,0.13166716689158042,2,1,1,53,-1,-1,-2,-2,-2,-2,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14070,0.004494718387814213,2,1,2,28,-1,-1,-1,-2,-1,-1,893.0,2300.0,0.0,0.0,2222.0,0.0,2300.0,0.0,0.0,2222.0,0.0,0.0,0
13280,0.7240353680040857,1,2,2,43,2,-1,-1,-1,-1,-1,654.0,608.0,654.0,5954.0,0.0,1308.0,608.0,700.0,5954.0,0.0,1308.0,0.0,1
13156,0.7335264837406786,1,1,2,50,0,0,0,0,0,0,56551.0,34489.0,32669.0,31429.0,31749.0,21385.0,1900.0,1630.0,890.0,1300.0,762.0,1000.0,0
24224,0.03540122221350029,1,1,2,32,-1,0,0,0,0,0,49193.0,46367.0,38111.0,33497.0,26800.0,22202.0,11686.0,8348.0,6593.0,7197.0,10097.0,133081.0,0
12400,-0.16470868766688,2,3,1,36,-1,-1,-1,-1,-1,-1,2342.0,2951.0,596.0,1520.0,700.0,3688.0,2951.0,596.0,1520.0,700.0,3688.0,2803.0,0
12263,-0.619826573449235,2,2,1,25,1,2,0,0,0,0,19454.0,18856.0,19590.0,18861.0,4581.0,2158.0,0.0,1200.0,477.0,121.0,22.0,0.0,0
405,-0.03698875191922251,2,1,2,29,2,2,2,2,2,2,160432.0,163916.0,159676.0,166893.0,170098.0,153800.0,7500.0,0.0,11558.0,5800.0,0.0,5654.0,1
9250,-0.7004242612367425,1,2,2,29,0,0,0,-2,-2,-2,30857.0,43333.0,0.0,0.0,0.0,0.0,13333.0,0.0,0.0,0.0,0.0,0.0,0
17549,-0.9495267262882234,2,2,1,48,0,0,0,0,0,0,50806.0,50980.0,51874.0,51808.0,16941.0,17295.0,2000.0,2100.0,1400.0,600.0,1000.0,1000.0,1
11053,0.435087528445527,1,2,1,53,2,2,2,0,0,0,109994.0,125138.0,114344.0,96995.0,100086.0,92344.0,17100.0,17.0,4000.0,5000.0,4000.0,4000.0,1
2990,-0.5103706282941389,2,3,1,36,0,-1,0,0,0,0,3781.0,1710.0,25967.0,17227.0,15714.0,15876.0,1710.0,25000.0,754.0,600.0,800.0,1900.0,0
3299,-0.7493598394345161,2,2,2,26,-1,-1,-1,4,3,2,8328.0,0.0,600.0,600.0,300.0,150.0,0.0,600.0,0.0,0.0,0.0,686.0,1
18097,1.272123427227136,1,1,2,41,-1,3,2,2,2,-2,173.0,173.0,1573.0,1400.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1
5321,0.1806347163601695,1,2,2,30,-1,-1,-1,-1,-1,-1,869.0,2496.0,1924.0,976.0,986.0,1200.0,2507.0,1933.0,980.0,990.0,1206.0,1069.0,0
25414,0.6055681927387633,2,2,1,23,0,0,0,0,0,0,5215.0,6232.0,7251.0,8326.0,9184.0,10031.0,1106.0,1125.0,1200.0,1000.0,1000.0,1000.0,1
12623,-0.23465315888541427,2,2,1,37,2,0,0,2,2,2,135419.0,138547.0,148175.0,149758.0,147262.0,156808.0,6800.0,13500.0,5500.0,0.0,12000.0,0.0,1
13088,-0.43902222691451354,2,1,2,29,0,0,0,0,0,0,57707.0,133661.0,135987.0,134719.0,135426.0,111697.0,86000.0,7000.0,4500.0,5000.0,4000.0,3500.0,0
1709,-0.4735980604503945,2,1,2,36,-1,-1,-1,0,0,0,1545.0,306.0,8389.0,7465.0,6549.0,576.0,306.0,8389.0,9.0,0.0,0.0,342.0,0
24515,-0.2818258094059899,1,3,2,47,0,0,0,0,0,0,44681.0,45736.0,46658.0,44441.0,18559.0,17781.0,2100.0,2009.0,2013.0,700.0,1000.0,1000.0,0
11524,0.09156383877497508,1,3,2,26,0,0,0,0,0,0,42040.0,30427.0,17818.0,17028.0,16387.0,15728.0,2000.0,2000.0,1000.0,1000.0,1000.0,1000.0,0
6593,0.41700520867337587,1,1,1,45,-2,-2,-2,-2,-2,-2,186610.0,130751.0,43890.0,38759.0,46834.0,28408.0,261524.0,43919.0,38787.0,46834.0,28408.0,63001.0,0
4586,-0.44613578487387767,2,1,1,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3750,0.6544511082311288,2,2,2,27,0,0,0,0,0,0,18776.0,21458.0,22760.0,23215.0,23706.0,21951.0,3000.0,2000.0,778.0,811.0,2000.0,2865.0,0
21130,0.9904089814923052,1,2,1,37,1,2,0,0,0,0,211808.0,208892.0,213637.0,216754.0,219276.0,223920.0,2000.0,9600.0,8500.0,6500.0,6500.0,7520.0,0
27404,0.27037133377006534,1,1,1,35,0,0,0,0,-1,0,70767.0,78906.0,84078.0,70507.0,2841.0,12606.0,10000.0,10000.0,10000.0,3000.0,10000.0,5000.0,0
23839,-0.16706143758076158,2,3,3,53,0,0,0,0,0,0,49326.0,50302.0,50036.0,48816.0,19587.0,18406.0,1803.0,2100.0,1500.0,1000.0,700.0,600.0,1
25621,0.930118021412185,2,1,2,29,0,0,0,0,0,0,66330.0,68278.0,69181.0,69494.0,63275.0,57430.0,3049.0,2621.0,3032.0,2074.0,2000.0,1800.0,0
29040,0.1376909294481733,2,3,2,50,-1,-1,-1,-1,-1,-1,3943.0,1443.0,2203.0,2189.0,5475.0,5506.0,1443.0,2583.0,2189.0,5475.0,5506.0,15837.0,0
4716,0.06608373244252683,2,3,1,39,-1,-1,-1,0,-1,-1,5086.0,14180.0,49453.0,10989.0,2975.0,4099.0,14180.0,49453.0,0.0,2975.0,4099.0,6470.0,0
28863,-0.02121234288803906,2,1,1,39,-1,-1,-2,-2,-1,-1,2080.0,-60.0,-60.0,-60.0,6000.0,228.0,0.0,0.0,0.0,6060.0,228.0,1911.0,0
12076,-0.4518686894044381,2,2,1,42,-1,-1,-1,-1,-1,-1,499.0,499.0,499.0,499.0,499.0,1148.0,499.0,499.0,499.0,499.0,1148.0,0.0,0
10541,-0.1595844040726196,1,2,1,48,0,0,0,0,0,0,32263.0,32802.0,25645.0,25045.0,25568.0,26144.0,1794.0,2399.0,884.0,914.0,987.0,869.0,0
8995,-0.09705700900219245,1,1,2,30,0,0,2,2,2,0,45948.0,50813.0,45393.0,49351.0,45473.0,48595.0,6012.0,10.0,8212.0,1200.0,4008.0,4407.0,0
12784,0.23102057866461678,2,1,2,35,0,0,-2,-2,-2,-2,11988.0,-890.0,-890.0,-890.0,-890.0,-890.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18079,-0.8266401727429413,1,1,2,34,0,0,0,0,0,0,260733.0,228515.0,232762.0,208005.0,194608.0,201044.0,20255.0,50171.0,7096.0,6604.0,10012.0,10000.0,0
27768,0.27836242376323084,2,2,1,25,-1,-1,-1,2,0,-1,8731.0,2463.0,8514.0,5797.0,2413.0,33353.0,2463.0,8514.0,0.0,0.0,33353.0,5868.0,0
14243,1.318651740724001,2,1,2,28,0,0,0,0,0,0,67594.0,64042.0,62021.0,59545.0,48225.0,40049.0,3000.0,3000.0,5000.0,3000.0,3000.0,3000.0,0
16085,0.14519506891604114,2,2,1,43,-1,-1,-1,-1,0,0,7965.0,12717.0,11016.0,22263.0,18711.0,12712.0,12724.0,11022.0,22264.0,378.0,258.0,5380.0,0
23413,0.42928229644186167,2,2,1,32,0,0,0,0,0,0,18400.0,18699.0,26919.0,29801.0,40433.0,51329.0,10000.0,10018.0,15021.0,15000.0,20000.0,20000.0,0
21875,0.04221921712642958,2,2,2,23,0,0,0,0,0,0,56397.0,57112.0,58057.0,59006.0,39578.0,38973.0,2039.0,2250.0,2060.0,1506.0,1500.0,1500.0,0
7561,0.04177528031365079,2,1,2,28,2,2,2,2,2,2,59794.0,58267.0,63931.0,64585.0,66207.0,67577.0,0.0,6672.0,2300.0,2800.0,2600.0,0.0,1
29786,1.0917855572684718,1,2,2,47,2,0,0,0,0,0,8640.0,9043.0,9489.0,9237.0,9422.0,9619.0,1145.0,1136.0,1144.0,329.0,340.0,418.0,1
6595,-0.09796868563844698,2,1,2,24,-1,2,-1,-1,-1,-1,1275.0,887.0,890.0,382.0,2786.0,2557.0,2.0,893.0,382.0,2794.0,2561.0,77004.0,0
151,-0.24481775833234778,1,2,1,32,0,0,0,0,2,0,86627.0,78142.0,68336.0,64648.0,58319.0,55251.0,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0
11959,0.0038935251286192057,2,2,2,48,-1,-1,-1,-1,-1,-1,2475.0,995.0,3647.0,7621.0,1735.0,302818.0,1000.0,3652.0,7626.0,1740.0,302823.0,19608.0,0
23645,-0.06194777160923015,2,2,1,40,1,-2,-2,-2,-2,-2,8359.0,14447.0,6791.0,6495.0,5093.0,5503.0,14518.0,6835.0,6535.0,5118.0,5529.0,10026.0,0
24674,-0.16747341790568043,1,3,1,37,0,0,0,0,0,0,65927.0,59688.0,53084.0,46363.0,39843.0,33004.0,2700.0,2200.0,1700.0,1489.0,1200.0,1100.0,0
16233,1.0729368889216548,2,2,1,46,0,0,0,0,-1,-1,28700.0,29484.0,28592.0,16869.0,12713.0,10420.0,15000.0,10000.0,3000.0,12713.0,10420.0,12532.0,0
10547,0.7899255744988545,2,3,3,56,3,2,2,2,2,2,26551.0,25844.0,27574.0,28420.0,29318.0,28704.0,0.0,2478.0,1600.0,1498.0,0.0,1100.0,1
22107,0.5338833508903884,2,1,2,29,0,0,0,0,0,0,4827.0,5605.0,7719.0,7601.0,12140.0,16145.0,2000.0,3050.0,5000.0,5000.0,5000.0,5000.0,0
11861,-0.7195446480885004,1,2,2,27,-1,-1,-1,-1,-1,-1,11599.0,644.0,644.0,29944.0,644.0,264.0,644.0,644.0,29944.0,644.0,264.0,1024.0,0
25178,0.4974279228006134,2,3,1,22,1,4,3,2,0,0,20065.0,21044.0,20433.0,19799.0,19262.0,19124.0,1600.0,0.0,0.0,900.0,700.0,700.0,0
15121,0.7026851153727176,1,3,1,61,0,0,0,0,0,0,269781.0,275773.0,282818.0,289012.0,123239.0,123812.0,10001.0,11001.0,12001.0,10001.0,5001.0,5001.0,0
14238,1.4738715810402863,1,1,2,41,-1,-1,-1,0,0,-1,326.0,628.0,6290.0,11604.0,24679.0,8642.0,628.0,6290.0,6000.0,14000.0,8642.0,326.0,1
17517,-0.24100550994508607,2,2,2,32,3,2,2,2,0,0,27565.0,28613.0,29364.0,28596.0,30120.0,31285.0,1800.0,1500.0,0.0,2000.0,1650.0,1000.0,1
7091,0.2508965552886539,2,2,2,29,0,0,0,0,0,0,114538.0,117171.0,115941.0,116877.0,117359.0,117029.0,6000.0,5500.0,4160.0,4120.0,4250.0,4380.0,0
14046,0.2917705291415873,2,1,1,33,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8774,0.8283636889987103,1,3,1,24,0,0,0,0,0,0,48497.0,49564.0,19207.0,18963.0,19741.0,19901.0,2089.0,1580.0,1000.0,1000.0,1500.0,1500.0,1
17686,-0.21416431821018977,2,2,1,35,2,0,0,0,0,0,92966.0,37341.0,38905.0,35356.0,34978.0,35822.0,1641.0,2205.0,2000.0,2000.0,1000.0,1000.0,1
29713,-0.6472097606566206,1,2,2,48,0,0,0,0,0,0,116757.0,120600.0,106464.0,92788.0,29989.0,31215.0,10717.0,10000.0,20014.0,0.0,6000.0,2534.0,0
5230,-0.5424508388761868,2,1,2,27,0,0,0,0,0,0,15178.0,23360.0,22099.0,18985.0,19662.0,22274.0,12007.0,8000.0,1000.0,1000.0,5000.0,5000.0,0
21285,0.1753863453653042,1,3,1,51,0,0,0,0,2,2,38302.0,39299.0,40703.0,44350.0,43517.0,46821.0,1634.0,2038.0,4685.0,0.0,3982.0,0.0,0
26880,0.019046495016342382,1,2,2,32,1,2,2,2,2,2,133401.0,135703.0,142275.0,144427.0,146702.0,150647.0,6000.0,10275.0,6000.0,6000.0,6100.0,0.0,0
20286,0.3550337971371761,2,3,1,51,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29633,0.36844742707707123,1,2,2,31,-1,0,0,0,0,0,6336.0,7505.0,8522.0,9380.0,9566.0,9917.0,1281.0,1298.0,1156.0,342.0,505.0,610.0,0
18701,0.8163664547861043,2,1,2,25,0,0,2,2,2,0,37017.0,39980.0,39063.0,41592.0,39101.0,40310.0,3900.0,0.0,3500.0,0.0,2000.0,1813.0,1
16948,-0.12332495506641766,1,5,1,56,0,0,0,-1,-1,-1,29060.0,23546.0,0.0,1473.0,780.0,0.0,1030.0,0.0,1473.0,780.0,0.0,1320.0,0
6663,0.6774137012163626,1,1,1,39,-1,-1,-2,-1,-1,-2,6347.0,0.0,0.0,46350.0,0.0,0.0,0.0,0.0,46350.0,0.0,0.0,24000.0,1
3079,0.17606846813406185,2,1,2,29,0,0,0,0,0,0,35619.0,22745.0,12200.0,9531.0,10131.0,0.0,1745.0,1200.0,1531.0,3500.0,0.0,0.0,0
11348,1.238728553854733,1,3,1,48,0,0,2,-1,-1,-1,11926.0,18095.0,5552.0,3038.0,11094.0,8670.0,10840.0,3.0,3041.0,11202.0,8671.0,6485.0,0
1140,-0.0632272760151173,2,3,2,47,0,0,0,0,0,0,147300.0,121855.0,102074.0,94225.0,96616.0,95849.0,10000.0,5000.0,4000.0,4000.0,5000.0,4000.0,0
18554,-0.10266361189595544,2,1,2,25,0,0,2,0,0,0,40067.0,43099.0,42133.0,43127.0,44210.0,45844.0,4000.0,0.0,2000.0,1800.0,2500.0,5500.0,1
26589,0.6175242552499769,2,3,1,55,2,2,0,0,0,0,71905.0,70150.0,72017.0,73816.0,75584.0,77365.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,1
16775,0.13479888797008083,1,2,2,34,0,0,0,2,0,0,17676.0,17650.0,18740.0,18373.0,18768.0,19315.0,2000.0,2500.0,1000.0,1000.0,1000.0,2000.0,0
13135,0.48295393044154944,2,2,1,39,0,0,0,0,0,0,255674.0,260778.0,124739.0,126892.0,131160.0,133400.0,10663.0,4520.0,4537.0,6308.0,6000.0,0.0,1
4974,1.213492710112291,2,1,2,30,3,2,-1,0,0,0,1782.0,192.0,1291.0,1891.0,3914.0,26414.0,0.0,1291.0,600.0,2023.0,22500.0,32800.0,0
13015,0.3681730421218662,2,2,2,23,0,0,0,0,0,0,47598.0,40714.0,38124.0,19893.0,20314.0,18810.0,2559.0,1969.0,684.0,713.0,672.0,670.0,0
2926,-0.24926985545885452,1,2,2,32,2,0,0,0,0,0,17287.0,14493.0,17240.0,19934.0,22441.0,24899.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0
28728,-0.49772356216088287,2,1,2,28,0,0,0,-1,-1,0,38991.0,13115.0,2958.0,4556.0,19213.0,18825.0,10008.0,2950.0,4556.0,19938.0,800.0,900.0,0
18223,0.08510698314507802,1,2,2,48,0,0,0,0,0,0,111664.0,113884.0,116545.0,120396.0,121486.0,121518.0,4080.0,4500.0,5800.0,4500.0,5000.0,5000.0,0
11282,0.13991767344707845,1,1,2,29,0,0,0,0,0,0,298072.0,305851.0,245210.0,204845.0,190840.0,165498.0,13636.0,10633.0,7016.0,10058.0,7125.0,5035.0,0
5735,0.25318083948209724,1,2,1,40,0,0,0,0,0,0,58078.0,58139.0,59461.0,37170.0,18464.0,15822.0,2354.0,2538.0,1000.0,2000.0,1000.0,1000.0,1
26952,-0.245987143883763,1,2,1,42,1,2,0,0,0,0,50179.0,49056.0,48714.0,38653.0,19439.0,14711.0,0.0,4000.0,2000.0,1000.0,521.0,700.0,0
12959,1.6114002172194648,1,3,2,23,2,0,0,0,0,0,11744.0,10935.0,11664.0,10872.0,9392.0,9456.0,1507.0,1500.0,300.0,500.0,500.0,118.0,1
18195,-0.08942195078756912,1,3,2,38,0,0,0,0,0,0,322402.0,301522.0,290124.0,281667.0,289459.0,262269.0,15000.0,11000.0,10013.0,20000.0,30000.0,30000.0,0
25925,0.051221537487313444,2,2,2,41,0,0,0,0,0,0,16194.0,17120.0,14232.0,14676.0,1976.0,2976.0,1518.0,1556.0,1000.0,300.0,1000.0,0.0,0
8660,0.27033698136160556,2,2,2,24,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10882,1.0089553397881115,2,2,1,53,0,0,-1,0,0,0,252860.0,257062.0,99832.0,100967.0,101788.0,117818.0,11416.0,99835.0,3501.0,3641.0,17823.0,4180.0,0
5575,0.2297301147241344,2,2,2,25,0,0,0,0,0,0,19223.0,18206.0,19195.0,38040.0,20009.0,20138.0,1293.0,1397.0,836.0,1653.0,565.0,206.0,1
9898,0.18521920868924296,2,2,1,34,1,-1,-1,-1,0,0,2500.0,9814.0,0.0,4379.0,1699.0,0.0,9814.0,0.0,4379.0,0.0,0.0,0.0,1
5677,0.41384474413467115,1,2,2,43,0,0,-2,-2,-2,-2,8460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17799,0.7427180811492905,1,1,2,24,2,0,0,0,0,0,29015.0,27080.0,25933.0,26319.0,28754.0,17491.0,1400.0,1800.0,1100.0,3000.0,500.0,1000.0,1
2447,0.3306843221731883,2,2,2,44,0,0,0,-1,-1,-1,17047.0,11885.0,8254.0,5144.0,15365.0,2250.0,1435.0,1350.0,5144.0,15365.0,2250.0,2690.0,0
25959,-0.1972651445696625,2,2,2,30,0,0,0,0,0,0,151620.0,150984.0,152705.0,102160.0,102969.0,105149.0,7300.0,6004.0,5170.0,4000.0,4000.0,4200.0,0
26746,0.7315287528773092,1,1,2,29,0,0,0,0,0,0,31235.0,31462.0,31499.0,16773.0,11568.0,9727.0,6050.0,6037.0,5084.0,6000.0,4000.0,3832.0,0
3158,0.7408247282407483,2,1,2,26,0,0,0,0,0,0,26808.0,44361.0,32088.0,20100.0,15117.0,18501.0,30040.0,2037.0,592.0,5003.0,5012.0,2023.0,0
9659,0.08471372846673779,2,1,2,36,1,-2,-2,-1,-1,-2,124.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0
18204,0.2938464642759306,1,1,2,33,0,0,0,0,0,0,68073.0,64109.0,65302.0,73056.0,74034.0,44825.0,5000.0,3200.0,10000.0,10000.0,10000.0,10000.0,0
7553,-0.017558177370773947,2,1,2,26,-1,-1,-1,-1,-1,-1,2897.0,481.0,721.0,444.0,710.0,1920.0,485.0,721.0,444.0,710.0,1920.0,0.0,0
21856,0.17231608626283337,2,2,2,27,0,0,0,0,0,0,173098.0,172494.0,172060.0,166204.0,145146.0,142961.0,8000.0,8100.0,8000.0,5600.0,5500.0,15000.0,0
22065,0.45497189236480184,2,2,2,29,-1,-1,-1,-2,-2,-2,389.0,403.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,1260.0,1
16736,0.559882958987895,1,2,1,30,0,0,0,0,0,0,48591.0,37944.0,50135.0,49526.0,19686.0,19374.0,12000.0,13000.0,5000.0,4010.0,6000.0,3000.0,0
27951,-0.9527792472387436,2,1,2,27,0,0,2,2,2,2,159215.0,172029.0,167856.0,179126.0,174748.0,179337.0,15500.0,0.0,14100.0,0.0,7400.0,13000.0,1
20350,0.21306650864210738,1,1,2,25,2,2,-2,-2,-2,-2,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5688,0.5010774089836415,2,1,1,39,0,0,-1,0,0,0,106660.0,400000.0,66270.0,80274.0,82160.0,110773.0,302000.0,66270.0,15000.0,3044.0,30042.0,34048.0,0
1382,0.37643304800632477,1,1,1,52,0,0,0,2,0,0,15743.0,16784.0,18998.0,18395.0,19100.0,20582.0,1300.0,2500.0,0.0,1000.0,1800.0,0.0,0
18966,-0.17851462359559936,2,1,2,29,-2,-2,-1,0,0,0,392.0,396.0,47581.0,48070.0,47523.0,45834.0,400.0,47581.0,1715.0,1700.0,1850.0,2000.0,0
28315,0.2931181115508212,2,2,1,48,-2,-1,2,-1,0,0,22111.0,32938.0,10902.0,6309.0,4979.0,2978.0,11257.0,0.0,6309.0,0.0,2986.0,0.0,1
29888,0.4478449224871511,1,2,1,34,0,0,0,0,0,0,32538.0,36002.0,40422.0,44433.0,28029.0,32386.0,4000.0,5000.0,5000.0,5000.0,5000.0,10000.0,0
8449,-0.855246099594386,2,2,2,28,0,0,0,0,0,0,16262.0,12219.0,9861.0,6384.0,5126.0,2680.0,2192.0,2015.0,1005.0,1009.0,1000.0,1000.0,0
28097,0.4859707616773486,2,2,1,39,1,2,2,2,0,0,27094.0,26365.0,29124.0,28357.0,28984.0,30012.0,0.0,3500.0,0.0,1100.0,1500.0,1100.0,1
14150,0.04893471540077998,1,3,2,27,-1,-1,-1,-1,0,0,22431.0,2004.0,45408.0,28138.0,6356.0,2900.0,2010.0,45408.0,28138.0,2900.0,0.0,22427.0,0
22772,0.004574472014423215,2,3,2,36,0,0,0,0,0,0,49889.0,50326.0,50687.0,37200.0,29838.0,30062.0,1952.0,1703.0,1444.0,1027.0,1053.0,1077.0,0
6536,-0.45490787614086736,2,2,1,26,0,0,0,0,0,0,3679.0,4711.0,3996.0,6007.0,3260.0,0.0,1105.0,1000.0,2011.0,503.0,0.0,0.0,0
9091,0.5201421279777385,2,2,2,28,0,0,0,0,0,0,215459.0,201715.0,141177.0,130352.0,126422.0,113148.0,7412.0,4721.0,3854.0,3622.0,3433.0,3201.0,0
24941,0.4544109268993793,1,2,1,38,0,0,2,0,0,0,72930.0,71123.0,67405.0,63559.0,60048.0,56458.0,5000.0,3000.0,3000.0,3000.0,2000.0,3000.0,0
22569,-0.18706875552563867,1,2,1,32,1,2,0,0,0,0,134625.0,98699.0,74015.0,54472.0,50540.0,46486.0,341.0,8024.0,5000.0,8000.0,1821.0,5000.0,0
28714,-0.17750737763424942,2,1,2,37,-1,-1,-1,-1,-1,-1,454.0,2015.0,3603.0,16158.0,0.0,836.0,2500.0,3700.0,16200.0,0.0,836.0,1589.0,0
21846,0.29183834316034896,2,2,2,25,0,0,0,0,0,0,26151.0,24019.0,26013.0,24471.0,23496.0,25333.0,3000.0,5000.0,2000.0,2000.0,5000.0,895.0,1
1289,0.13516736682597078,2,3,1,48,1,2,2,3,2,2,14589.0,16743.0,17522.0,17055.0,10400.0,0.0,2700.0,1400.0,0.0,0.0,0.0,0.0,1
18445,0.1573063947262511,2,1,2,26,1,2,2,2,2,2,18194.0,19043.0,18451.0,19961.0,19229.0,19694.0,1446.0,0.0,1956.0,0.0,651.0,0.0,1
137,-1.049687114320547,1,1,2,27,0,0,0,0,0,0,17444.0,19342.0,22000.0,24614.0,27200.0,30229.0,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0
16422,-0.0888749419530235,2,2,1,32,0,0,0,0,0,0,57199.0,57417.0,35875.0,36695.0,36837.0,37307.0,2491.0,1669.0,1805.0,1263.0,1439.0,1408.0,0
28613,-0.3281889830612043,2,3,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,271.0,-1.0,560.0,0.0,0.0,271.0,0.0,561.0,0.0,0.0,0
16604,-0.29780162976216945,1,2,2,29,0,0,0,0,0,0,230979.0,222096.0,220129.0,217549.0,204008.0,202268.0,7347.0,6830.0,6700.0,6400.0,6412.0,6549.0,0
14318,0.0898521089508049,2,1,2,27,-1,-1,0,0,0,2,1994.0,5305.0,4960.0,5228.0,6552.0,3827.0,5317.0,1007.0,2006.0,2562.0,13.0,2989.0,0
25999,-0.6223768439432117,2,3,2,30,0,0,0,0,0,0,48134.0,52136.0,19758.0,5520.0,5204.0,4703.0,5261.0,1132.0,2138.0,172.0,200.0,168.0,0
8344,0.24670694467677506,2,2,2,30,0,0,0,0,0,0,37522.0,38614.0,39671.0,40213.0,41064.0,43382.0,2000.0,2000.0,1500.0,1500.0,3000.0,2000.0,0
